status,number_of_stories,age,roof_mwfrs_enc,wall_cladding_enc,roof_system_enc,roof_cover_enc,foundation_type,wall_structure,soffit_type,large_door_present
1.0,2.0,11.2,1511610.0,10.0,65.0,10.0,7.0,17.0,5.0,0.0
1.0,1.0,33.0,3.0,10.0,3.0,10.0,7.0,27.0,3.0,0.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,6.0,27.0,5.0,0.0
3.0,1.0,11.2,1511610.0,10.0,62.0,25.0,6.0,15.0,5.0,0.0
3.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
1.0,2.0,22.0,1511610.0,10.0,62.0,117.0,7.0,15.0,5.0,0.0
4.0,2.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
2.0,1.0,26.8,158687.0,15.0,910.0,117.0,7.0,6.0,1.0,0.0
3.0,1.0,22.0,1511610.0,10.0,62.0,121.0,7.0,32.0,4.0,1.0
3.0,1.0,11.8,1511610.0,10.0,62.0,121.0,7.0,32.0,3.0,1.0
4.0,1.0,22.0,1511610.0,10.0,62.0,121.0,7.0,17.0,3.0,1.0
4.0,1.0,22.0,1511610.0,10.0,62.0,117.0,6.0,15.0,3.0,0.0
1.0,1.0,15.8,1511610.0,1027.0,62.0,121.0,7.0,17.0,0.0,0.0
2.0,1.0,26.0,1511610.0,1027.0,62.0,117.0,7.0,5.0,5.0,1.0
2.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,3.0,1.0
1.0,1.0,11.2,1511610.0,10.0,62.0,10.0,8.0,17.0,3.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
0.0,1.0,11.8,1511612.0,10.0,67.0,121.0,7.0,17.0,5.0,0.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,3.0,0.0
1.0,2.0,1.0,1511610.0,10.0,67.0,10.0,7.0,17.0,0.0,0.0
1.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,5.0,0.0
4.0,2.0,1.0,1511610.0,10.0,67.0,10.0,7.0,17.0,5.0,0.0
2.0,2.0,11.8,1511611.0,9.0,62.0,121.0,7.0,28.0,3.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,7.0,7.0,15.0,5.0,0.0
3.0,1.0,11.2,1511612.0,10.0,62.0,6.0,7.0,29.0,5.0,0.0
2.0,1.0,1.0,1511610.0,10.0,67.0,15.0,7.0,17.0,5.0,0.0
1.0,1.0,11.8,1511611.0,9.0,65.0,121.0,7.0,28.0,4.0,0.0
2.0,2.0,3.0,611610.0,910.0,62.0,121.0,7.0,32.0,5.0,1.0
4.0,1.0,1.0,1511610.0,10.0,65.0,25.0,7.0,17.0,3.0,0.0
2.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,1.0,0.0
2.0,1.0,40.6,15868.0,15.0,3.0,25.0,7.0,30.0,1.0,1.0
0.0,1.0,1.0,1511610.0,10.0,65.0,25.0,7.0,15.0,3.0,1.0
0.0,2.0,22.0,1511610.0,10.0,62.0,121.0,7.0,17.0,4.0,1.0
1.0,2.0,11.2,1511610.0,10.0,65.0,22.0,7.0,17.0,5.0,1.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,5.0,0.0
0.0,1.0,22.0,1511610.0,10.0,62.0,121.0,7.0,15.0,5.0,0.0
0.0,1.0,11.8,1511610.0,10.0,65.0,117.0,7.0,17.0,5.0,0.0
2.0,2.0,15.2,1511610.0,910.0,65.0,25.0,7.0,17.0,5.0,0.0
1.0,2.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,4.0,0.0
1.0,1.0,21.0,1511610.0,1610.0,62.0,117.0,7.0,17.0,5.0,0.0
3.0,2.0,22.0,1511610.0,10.0,62.0,121.0,7.0,15.0,5.0,0.0
4.0,2.0,26.0,1511610.0,910.0,62.0,121.0,6.0,15.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,3.0,0.0
1.0,2.0,31.6,610.0,10.0,3.0,15.0,7.0,17.0,1.0,1.0
4.0,1.0,19.4,1511.0,19.0,90.0,121.0,7.0,4.0,3.0,1.0
4.0,1.0,42.8,158610.0,10.0,90.0,19117.0,7.0,16.0,1.0,0.0
4.0,1.0,15.8,158610.0,19.0,62.0,117.0,7.0,28.0,1.0,0.0
3.0,1.0,30.0,15868.0,2.0,90910.0,121.0,6.0,6.0,1.0,0.0
1.0,1.0,22.0,1511610.0,10.0,62.0,117.0,7.0,17.0,5.0,1.0
4.0,1.0,22.0,1511610.0,10.0,62.0,117.0,6.0,15.0,5.0,0.0
1.0,2.0,11.2,1511610.0,10.0,62.0,25.0,7.0,17.0,5.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,6.0,15.0,5.0,0.0
0.0,3.0,22.0,1511610.0,10.0,62.0,117.0,7.0,17.0,1.0,0.0
4.0,1.0,40.6,611.0,15.0,3.0,23.0,3.0,28.0,1.0,0.0
4.0,1.0,37.8,15113.0,37.0,62.0,121.0,7.0,27.0,3.0,0.0
4.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,15.0,5.0,0.0
3.0,1.0,11.8,1511610.0,1.0,67.0,117.0,7.0,28.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,62.0,10.0,7.0,17.0,5.0,0.0
2.0,1.0,1.0,1511610.0,10.0,65.0,10.0,7.0,17.0,3.0,0.0
0.0,1.0,11.2,1511610.0,10.0,65.0,10.0,8.0,17.0,5.0,0.0
2.0,2.0,11.8,1511610.0,10.0,65.0,121.0,8.0,17.0,5.0,0.0
3.0,2.0,11.2,1511610.0,10.0,3.0,10.0,7.0,12.0,5.0,1.0
3.0,2.0,11.8,1511610.0,10.0,65.0,121.0,7.0,15.0,5.0,1.0
1.0,2.0,15.8,1511610.0,1024.0,65.0,121.0,7.0,17.0,4.0,1.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,3.0,1.0
0.0,2.0,11.8,1511610.0,10.0,90.0,121.0,7.0,17.0,1.0,0.0
3.0,2.0,11.2,158610.0,910.0,3.0,121.0,7.0,19.0,4.0,0.0
3.0,2.0,19.4,15868.0,17.0,91.0,121.0,7.0,5.0,3.0,0.0
0.0,1.0,1.0,1511610.0,10.0,65.0,19.0,7.0,27.0,5.0,1.0
4.0,1.0,1.0,1511611.0,9.0,65.0,25.0,7.0,28.0,3.0,1.0
4.0,2.0,1.0,1511611.0,9.0,65.0,19.0,8.0,28.0,5.0,1.0
4.0,2.0,1.0,1511611.0,9.0,65.0,25.0,6.0,28.0,3.0,0.0
4.0,1.0,8.8,15868610.0,15.0,910.0,117.0,7.0,20.0,1.0,1.0
4.0,1.0,31.2,612.0,10.0,3.0,117.0,10.0,14.0,3.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,5.0,1.0
2.0,1.0,11.2,1511610.0,10.0,3.0,19.0,7.0,17.0,5.0,1.0
3.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,5.0,1.0
3.0,1.0,42.0,3.0,37.0,3.0,25.0,7.0,27.0,3.0,1.0
3.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,1.0,0.0
1.0,2.0,22.0,1511610.0,10.0,62.0,121.0,7.0,17.0,5.0,1.0
4.0,2.0,28.0,610.0,37.0,3.0,25.0,7.0,14.0,3.0,1.0
4.0,1.0,24.0,610.0,10.0,3.0,25.0,7.0,15.0,3.0,1.0
4.0,1.0,1.0,1511611.0,10.0,65.0,19.0,7.0,32.0,3.0,1.0
4.0,2.0,11.2,1511610.0,10.0,3.0,19.0,7.0,15.0,3.0,1.0
2.0,1.0,11.2,1511611.0,19.0,62.0,6.0,7.0,28.0,5.0,0.0
4.0,1.0,11.2,1511611.0,10.0,3.0,6.0,7.0,17.0,3.0,0.0
4.0,1.0,11.2,1511610.0,38.0,62.0,19.0,7.0,17.0,3.0,0.0
4.0,2.0,11.2,1511610.0,10.0,62.0,25.0,7.0,17.0,3.0,0.0
2.0,1.0,1.0,1511611.0,0.0,65.0,19.0,13.0,28.0,5.0,0.0
4.0,1.0,1.0,1511611.0,9.0,67.0,25.0,6.0,28.0,1.0,0.0
4.0,1.0,11.2,1511611.0,37.0,3.0,25.0,9.0,28.0,3.0,0.0
4.0,1.0,22.0,1511610.0,10.0,62.0,117.0,7.0,15.0,3.0,0.0
4.0,1.0,1.0,1511610.0,0.0,67.0,6.0,7.0,28.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,65.0,10.0,5.0,17.0,5.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,3.0,1.0
3.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,1.0,1511611.0,37.0,65.0,25.0,7.0,28.0,3.0,0.0
4.0,1.0,1.0,1511611.0,10.0,67.0,19.0,7.0,15.0,5.0,0.0
4.0,1.0,8.8,1511611610.0,10.0,62.0,19.0,7.0,32.0,3.0,0.0
4.0,1.0,1.0,1511610.0,10.0,65.0,25.0,7.0,32.0,3.0,0.0
1.0,1.0,8.8,1511611610.0,107.0,62.0,6121.0,7.0,32.0,5.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,25.0,7.0,15.0,3.0,0.0
4.0,2.0,1.0,1511611.0,0.0,65.0,25.0,0.0,28.0,5.0,0.0
2.0,1.0,1.0,1511611.0,9.0,65.0,25.0,0.0,28.0,5.0,0.0
0.0,1.0,1.0,1511611.0,10.0,65.0,19.0,0.0,28.0,5.0,0.0
2.0,1.0,11.8,1511611.0,23.0,65.0,121.0,0.0,28.0,0.0,0.0
2.0,2.0,8.8,1511611610.0,9.0,65.0,7.0,7.0,33.0,5.0,0.0
4.0,1.0,1.0,1511611.0,0.0,65.0,19.0,7.0,28.0,5.0,0.0
1.0,2.0,42.8,15113.0,37.0,65.0,7.0,12.0,27.0,5.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,21.0,5.0,0.0
4.0,1.0,1.0,1511610.0,0.0,62.0,19.0,7.0,28.0,1.0,0.0
4.0,2.0,22.0,1511610.0,19.0,62.0,117.0,7.0,28.0,5.0,0.0
4.0,1.0,11.8,1511610.0,19.0,65.0,117.0,7.0,28.0,5.0,0.0
1.0,1.0,1.0,1511611.0,9.0,65.0,7.0,0.0,28.0,5.0,0.0
1.0,1.0,1.0,1511611.0,19.0,65.0,7.0,8.0,28.0,5.0,0.0
2.0,2.0,1.0,1511610.0,100.0,65.0,6.0,7.0,17.0,3.0,0.0
4.0,2.0,1.0,1511611.0,9.0,65.0,25.0,8.0,28.0,3.0,0.0
3.0,1.0,1.0,1511611.0,0.0,65.0,6.0,0.0,28.0,5.0,0.0
1.0,1.0,11.8,1511611.0,27.0,65.0,117.0,8.0,28.0,3.0,0.0
1.0,1.0,1.0,1511611.0,9.0,65.0,6.0,7.0,28.0,4.0,0.0
0.0,1.0,1.0,1511611.0,0.0,67.0,7.0,0.0,28.0,5.0,0.0
4.0,2.0,11.8,1511611.0,19.0,67.0,121.0,0.0,28.0,1.0,0.0
4.0,2.0,1.0,1511611.0,0.0,65.0,25.0,0.0,28.0,5.0,0.0
2.0,2.0,22.0,1511610.0,10.0,62.0,121.0,7.0,17.0,5.0,0.0
3.0,1.0,11.2,1511611.0,0.0,62.0,6.0,8.0,28.0,5.0,0.0
4.0,1.0,43.0,3.0,37.0,62.0,6.0,5.0,27.0,3.0,0.0
3.0,1.0,1.0,1511611.0,9.0,62.0,25.0,5.0,28.0,1.0,0.0
4.0,2.0,11.2,1511610.0,107.0,62.0,6.0,7.0,15.0,5.0,0.0
4.0,2.0,11.2,1511610.0,10.0,62.0,19.0,7.0,14.0,4.0,0.0
4.0,1.0,1.0,1511610.0,10.0,65.0,25.0,7.0,15.0,3.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,14.0,5.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,5.0,0.0
3.0,1.0,1.0,1511610.0,10.0,67.0,19.0,7.0,17.0,5.0,0.0
4.0,1.0,8.8,1511611610.0,100.0,62.0,25.0,7.0,32.0,5.0,0.0
3.0,1.0,1.0,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,55.8,3.0,10.0,3.0,25.0,7.0,17.0,3.0,0.0
2.0,1.0,11.2,1511610.0,10.0,65.0,19.0,7.0,17.0,5.0,0.0
3.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,34.2,3.0,37.0,3.0,6.0,7.0,27.0,3.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,5.0,0.0
4.0,1.0,22.0,1511610.0,10.0,62.0,121.0,7.0,32.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
3.0,1.0,11.8,1511611.0,9.0,62.0,121.0,5.0,28.0,0.0,0.0
4.0,1.0,22.0,1511611.0,37.0,3.0,121.0,7.0,27.0,3.0,0.0
0.0,1.0,11.8,1511610.0,10.0,65.0,121.0,7.0,17.0,5.0,0.0
4.0,1.0,42.0,3.0,37.0,3.0,25.0,7.0,27.0,3.0,0.0
4.0,1.0,11.2,1511611.0,37.0,62.0,19.0,7.0,28.0,3.0,0.0
4.0,2.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,5.0,0.0
3.0,1.0,1.0,1511611.0,9.0,65.0,19.0,12.0,28.0,5.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,5.0,0.0
3.0,1.0,52.0,1511610.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
3.0,1.0,1.0,1511612.0,10.0,65.0,19.0,7.0,17.0,5.0,0.0
4.0,1.0,8.8,1511611610.0,100.0,62.0,6.0,7.0,32.0,5.0,0.0
4.0,1.0,34.2,6103.0,10.0,65.0,25.0,7.0,17.0,3.0,0.0
0.0,1.0,1.0,1511610.0,10.0,65.0,25.0,7.0,21.0,3.0,0.0
4.0,1.0,28.0,610.0,37.0,3.0,25.0,7.0,17.0,3.0,0.0
0.0,1.0,44.2,1511.0,0.0,65.0,19.0,8.0,28.0,1.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,25.0,7.0,21.0,3.0,0.0
0.0,1.0,1.0,1511611.0,37.0,65.0,25.0,7.0,28.0,3.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,14.0,5.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,21.0,5.0,0.0
0.0,1.0,25.8,610.0,10.0,3.0,25.0,7.0,21.0,5.0,0.0
4.0,1.0,44.2,610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,11.2,1511611.0,37.0,62.0,19.0,13.0,28.0,3.0,0.0
4.0,1.0,11.2,1511611.0,19.0,62.0,19.0,7.0,28.0,3.0,0.0
4.0,2.0,1.0,1511611.0,9.0,67.0,6.0,0.0,28.0,3.0,0.0
0.0,1.0,28.0,610.0,37.0,3.0,25.0,7.0,15.0,3.0,0.0
4.0,1.0,1.0,1511610.0,10.0,67.0,6.0,7.0,17.0,3.0,0.0
2.0,1.0,40.0,1511.0,10.0,65.0,19.0,7.0,17.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,65.0,16.0,7.0,17.0,5.0,0.0
4.0,2.0,1.0,1511612.0,10.0,67.0,19.0,7.0,17.0,1.0,0.0
4.0,1.0,24.0,6103.0,10.0,3.0,19.0,7.0,17.0,3.0,0.0
4.0,2.0,11.2,1511610.0,10.0,3.0,25.0,7.0,15.0,3.0,0.0
1.0,1.0,11.2,1511610.0,19.0,3.0,6.0,7.0,28.0,5.0,0.0
4.0,1.0,1.0,1511610.0,10.0,67.0,6.0,6.0,17.0,3.0,0.0
4.0,1.0,11.2,1511611.0,0.0,62.0,19.0,0.0,28.0,5.0,0.0
4.0,1.0,1.0,1511612.0,10.0,67.0,6.0,7.0,17.0,3.0,0.0
4.0,1.0,1.0,1511611.0,9.0,67.0,6.0,7.0,28.0,3.0,0.0
4.0,1.0,1.0,1511611.0,0.0,67.0,6.0,8.0,28.0,5.0,0.0
3.0,1.0,1.0,1511612.0,10.0,67.0,6.0,7.0,9.0,1.0,0.0
4.0,1.0,1.0,1511612.0,10.0,67.0,6.0,7.0,18.0,1.0,0.0
4.0,1.0,8.8,1511611612.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
4.0,1.0,23.0,6113.0,37.0,3.0,6.0,7.0,28.0,3.0,0.0
4.0,1.0,40.8,3.0,10.0,3.0,25.0,7.0,27.0,3.0,0.0
2.0,1.0,1.0,1511612.0,10.0,65.0,6.0,7.0,9.0,1.0,0.0
4.0,1.0,64.2,3.0,10.0,3.0,25.0,7.0,16.0,3.0,0.0
4.0,1.0,1.0,1511610.0,37.0,65.0,25.0,7.0,21.0,3.0,0.0
4.0,1.0,22.0,1511611.0,9.0,62.0,1525.0,7.0,28.0,5.0,0.0
4.0,1.0,1.0,1511611.0,0.0,67.0,6.0,12.0,28.0,5.0,0.0
0.0,1.0,1.0,1511611.0,37.0,65.0,19.0,7.0,28.0,3.0,0.0
4.0,1.0,11.2,1511611.0,100.0,3.0,19.0,7.0,17.0,3.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,12.0,5.0,0.0
4.0,2.0,22.8,611610.0,20.0,62.0,19.0,7.0,32.0,5.0,0.0
2.0,1.0,1.0,1511612.0,10.0,67.0,4.0,7.0,2.0,3.0,0.0
0.0,1.0,1.0,1511611.0,37.0,65.0,4.0,7.0,28.0,3.0,0.0
0.0,1.0,1.0,1511611.0,10.0,65.0,4.0,7.0,28.0,3.0,0.0
1.0,2.0,11.8,1511610.0,10.0,67.0,117.0,7.0,17.0,5.0,0.0
4.0,1.0,45.6,610.0,10.0,65.0,117.0,7.0,13.0,1.0,0.0
3.0,1.0,11.2,1511612.0,10.0,62.0,6.0,7.0,17.0,5.0,0.0
0.0,1.0,28.6,612.0,10.0,3.0,6.0,0.0,15.0,3.0,0.0
4.0,1.0,11.2,1511611.0,0.0,62.0,19.0,7.0,28.0,3.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,22.0,1.0,0.0
4.0,1.0,44.2,610.0,10.0,65.0,6.0,7.0,15.0,3.0,0.0
4.0,1.0,1.0,610.0,36.0,65.0,24.0,7.0,15.0,1.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,3.0,0.0
4.0,1.0,40.4,610.0,10.0,3.0,19.0,7.0,21.0,1.0,0.0
1.0,2.0,11.2,1511611.0,9.0,62.0,19.0,8.0,28.0,1.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,3.0,0.0
0.0,1.0,42.0,3.0,37.0,3.0,19.0,7.0,27.0,3.0,0.0
0.0,1.0,42.0,3.0,37.0,3.0,19.0,7.0,27.0,3.0,0.0
3.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,3.0,0.0
0.0,1.0,1.0,1511610.0,10.0,65.0,19.0,7.0,15.0,3.0,0.0
2.0,1.0,11.2,1511610.0,37.0,62.0,6.0,7.0,17.0,3.0,0.0
0.0,1.0,11.2,1511611.0,90.0,62.0,19.0,7.0,28.0,3.0,0.0
0.0,1.0,42.0,3.0,37.0,3.0,19.0,7.0,27.0,3.0,0.0
0.0,1.0,11.2,1511611.0,37.0,3.0,19.0,7.0,27.0,3.0,0.0
0.0,1.0,40.2,612.0,10.0,62.0,19.0,7.0,17.0,5.0,0.0
0.0,1.0,42.0,3.0,37.0,3.0,19.0,0.0,27.0,3.0,0.0
0.0,1.0,42.0,3.0,37.0,3.0,19.0,7.0,27.0,3.0,0.0
4.0,1.0,1.0,1511610.0,10.0,67.0,19.0,7.0,17.0,3.0,0.0
4.0,2.0,11.2,1511610.0,10.0,3.0,19.0,7.0,17.0,1.0,0.0
4.0,1.0,55.0,1511.0,37.0,65.0,19.0,7.0,27.0,3.0,0.0
4.0,1.0,1.0,1511611.0,19.0,65.0,19.0,7.0,28.0,3.0,0.0
4.0,2.0,8.8,1511611610.0,910.0,62.0,19.0,7.0,31.0,3.0,0.0
4.0,2.0,32.0,611610.0,10.0,3.0,19.0,7.0,31.0,3.0,0.0
2.0,2.0,22.8,611610.0,10031.0,3.0,25.0,0.0,31.0,1.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,3.0,0.0
3.0,1.0,11.2,1511610.0,10.0,62.0,6.0,7.0,32.0,5.0,0.0
1.0,1.0,11.8,1511610.0,10.0,65.0,121.0,0.0,17.0,0.0,0.0
0.0,1.0,55.6,3.0,10.0,65.0,121.0,6.0,17.0,0.0,0.0
0.0,1.0,11.2,1511610.0,100.0,62.0,19.0,7.0,32.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,15.0,0.0,0.0
0.0,1.0,11.2,1511610.0,10.0,3.0,10.0,8.0,17.0,5.0,0.0
2.0,2.0,11.8,1511610.0,10.0,67.0,121.0,7.0,17.0,5.0,0.0
1.0,1.0,8.8,6116103.0,910.0,3.0,121.0,7.0,17.0,3.0,0.0
1.0,2.0,8.8,1511611610.0,910.0,62.0,121.0,0.0,32.0,1.0,0.0
3.0,1.0,22.0,1511611.0,0.0,62.0,121.0,11.0,28.0,5.0,0.0
4.0,1.0,11.8,1511611.0,0.0,62.0,121.0,12.0,28.0,1.0,0.0
4.0,1.0,11.2,1511611.0,0.0,62.0,6.0,7.0,28.0,5.0,0.0
4.0,1.0,11.8,1511611.0,9.0,62.0,117.0,7.0,28.0,3.0,0.0
4.0,1.0,22.0,1511610.0,108.0,62.0,117.0,6.0,15.0,3.0,0.0
0.0,1.0,23.4,610.0,910.0,3.0,22.0,7.0,17.0,3.0,0.0
1.0,1.0,22.0,1511611.0,9.0,62.0,121.0,0.0,27.0,3.0,0.0
3.0,1.0,30.0,15868.0,15.0,910.0,311.0,7.0,6.0,1.0,1.0
2.0,1.0,11.2,1511610.0,10.0,65.0,19.0,7.0,17.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,65.0,10.0,7.0,17.0,5.0,0.0
4.0,1.0,11.2,1511610.0,10.0,62.0,19.0,7.0,17.0,5.0,0.0
2.0,1.0,11.2,1511610.0,10.0,65.0,6.0,7.0,17.0,5.0,0.0
4.0,2.0,11.8,1511611.0,9.0,67.0,121.0,0.0,28.0,5.0,0.0
0.0,1.0,11.8,1511612.0,10.0,65.0,121.0,0.0,17.0,4.0,0.0
0.0,1.0,8.8,6121511.0,10.0,62.0,121.0,0.0,2.0,4.0,0.0
1.0,1.0,17.6,151161.0,10.0,62.0,121.0,0.0,36.0,4.0,0.0
0.0,1.0,8.8,6121511.0,10.0,62.0,121.0,0.0,2.0,3.0,1.0
4.0,1.0,11.2,1511610.0,10.0,62.0,25.0,7.0,21.0,3.0,0.0
3.0,1.0,11.2,1511612.0,10.0,62.0,6.0,7.0,2.0,4.0,0.0
0.0,1.0,11.2,1511610.0,37.0,62.0,25.0,7.0,21.0,3.0,0.0
2.0,1.0,8.8,6121511.0,10.0,65.0,117.0,7.0,9.0,5.0,0.0
3.0,2.0,4.0,1511610.0,10.0,6267.0,117.0,7.0,21.0,5.0,0.0
4.0,1.0,1.0,1511610.0,10.0,67.0,19.0,7.0,21.0,5.0,0.0
4.0,1.0,1.0,1511612.0,10.0,67.0,19.0,7.0,21.0,5.0,0.0
0.0,1.0,1.0,1511610.0,10.0,67.0,25.0,7.0,24.0,1.0,0.0
2.0,1.0,10.4,15113.0,19.0,67.0,121.0,0.0,28.0,1.0,0.0
